dest room,bill room,date,time,#orders,menu id
D46,D46,16-01-10,7:10:00 AM,1,5
restaurant,D47,16-01-03,5:02:00 PM,2,14
restaurant,D48,16-01-07,1:47:00 PM,3,5
restaurant,L13,16-02-03,1:01:00 PM,5,13
restaurant,D39,16-02-07,2:40:00 PM,5,0
S90,S90,16-02-20,4:08:00 AM,5,5
restaurant,L40,16-02-06,6:04:00 AM,4,0
L40,L40,16-02-08,12:51:00 AM,4,3
restaurant,L57,16-01-20,2:32:00 AM,4,2
restaurant,L57,16-01-22,1:19:00 PM,5,8
L57,L57,16-01-21,11:06:00 PM,4,13
restaurant,L57,16-01-20,10:58:00 AM,3,4
L57,L57,16-01-23,11:46:00 AM,1,14
S135,S135,16-02-15,6:00:00 AM,3,10
restaurant,S136,16-02-12,10:50:00 PM,1,7
S137,S137,16-02-12,12:18:00 AM,3,10
restaurant,S97,16-02-02,10:35:00 PM,3,9
restaurant,L33,16-01-29,2:09:00 AM,3,5
S148,S148,16-03-30,12:53:00 AM,5,6
restaurant,S149,16-03-25,2:10:00 PM,2,8
S150,S150,16-03-24,1:14:00 PM,3,10
restaurant,S150,16-03-26,9:47:00 PM,2,4
restaurant,S151,16-03-23,2:22:00 PM,5,14
L50,L50,16-01-10,9:55:00 PM,3,1
S112,S112,16-02-10,1:04:00 AM,2,9
restaurant,S101,16-02-11,11:56:00 AM,1,6
L50,L50,16-03-07,11:15:00 AM,5,0
L41,L41,16-02-25,3:58:00 AM,4,13
L42,L42,16-02-22,3:51:00 PM,4,5
restaurant,L42,16-02-22,2:55:00 PM,2,12
L42,L42,16-02-25,12:05:00 AM,2,2
restaurant,L42,16-02-22,5:05:00 PM,4,3
restaurant,D51,16-01-20,1:15:00 AM,5,8
restaurant,S118,16-01-07,3:27:00 AM,1,10
S119,S119,16-01-07,7:56:00 AM,4,3
S120,S120,16-01-06,4:15:00 AM,2,3
S116,S116,16-01-26,8:33:00 AM,5,3
S117,S117,16-01-26,12:35:00 PM,2,5
restaurant,S118,16-01-28,5:18:00 AM,4,3
S119,S119,16-01-24,12:23:00 AM,2,1
S120,S120,16-01-27,10:58:00 PM,2,12
restaurant,L43,16-03-02,1:28:00 PM,1,5
restaurant,L43,16-03-04,11:58:00 AM,1,7
restaurant,L44,16-03-05,6:06:00 AM,4,1
restaurant,L44,16-03-02,8:29:00 AM,1,6
L46,L46,16-03-25,1:43:00 AM,4,2
restaurant,L46,16-03-24,11:47:00 PM,2,5
restaurant,L35,16-04-05,8:51:00 AM,2,6
restaurant,L51,16-03-07,11:11:00 PM,1,8
L53,L53,16-02-29,10:51:00 PM,1,13
restaurant,L53,16-03-02,5:19:00 AM,5,8
restaurant,L58,16-01-24,4:10:00 PM,1,9
L58,L58,16-01-23,11:02:00 AM,2,13
restaurant,L58,16-01-20,10:55:00 AM,4,4
L58,L58,16-01-18,9:48:00 AM,3,10
L58,L58,16-01-19,10:21:00 AM,4,9
restaurant,S71,16-02-19,4:05:00 AM,1,0
restaurant,L40,16-01-21,6:44:00 AM,3,11
L54,L54,16-03-07,12:47:00 PM,4,8
L54,L54,16-03-11,12:19:00 PM,2,1
L54,L54,16-03-12,8:53:00 AM,4,7
restaurant,L54,16-03-10,6:10:00 PM,4,14
S138,S138,16-02-15,1:15:00 AM,5,2
restaurant,L57,16-03-17,3:42:00 PM,4,8
restaurant,L37,16-02-20,7:30:00 AM,5,6
restaurant,L33,16-01-05,4:40:00 PM,3,2
restaurant,L33,16-01-07,7:47:00 AM,1,9
restaurant,L45,16-01-07,5:13:00 AM,2,10
L45,L45,16-01-09,7:14:00 AM,4,2
restaurant,L45,16-01-08,5:57:00 PM,2,5
restaurant,L45,16-01-12,3:34:00 AM,3,15
L45,L45,16-01-12,4:10:00 PM,1,10
restaurant,L45,16-01-10,8:38:00 PM,2,13
restaurant,L59,16-01-23,5:37:00 PM,4,8
restaurant,L59,16-01-24,3:32:00 AM,1,5
S69,S69,16-03-27,7:26:00 AM,2,1
restaurant,D43,16-02-04,8:49:00 PM,1,14
restaurant,L38,16-02-21,8:34:00 AM,3,9
restaurant,L38,16-02-18,4:15:00 AM,2,14
L25,L25,16-02-22,8:21:00 AM,4,12
L22,L22,16-01-02,10:17:00 PM,1,0
restaurant,S155,16-03-20,9:35:00 PM,3,7
restaurant,N113,16-01-06,3:23:00 PM,2,6
L44,L44,16-01-20,9:18:00 AM,1,1
L44,L44,16-01-19,9:14:00 PM,4,11
S78,S78,16-03-19,11:05:00 PM,1,10
S93,S93,16-03-18,5:15:00 AM,4,4
restaurant,S108,16-02-29,4:06:00 PM,1,8
S115,S115,16-02-05,5:18:00 PM,3,10
S156,S156,16-03-21,4:52:00 AM,4,2
S157,S157,16-03-20,4:08:00 PM,3,12
restaurant,S159,16-03-22,5:02:00 AM,3,4
S162,S162,16-03-22,5:01:00 PM,4,6
restaurant,S163,16-03-21,8:16:00 AM,4,8
S73,S73,16-03-26,2:05:00 AM,2,3
S84,S84,16-03-27,8:52:00 AM,4,13
restaurant,L60,16-01-20,7:09:00 AM,3,5
restaurant,L60,16-01-21,6:30:00 AM,5,12
restaurant,L50,16-01-18,9:41:00 AM,1,14
restaurant,X71,16-01-18,10:39:00 AM,3,13
S116,S116,16-02-02,3:01:00 AM,5,3
S116,S116,16-02-08,12:12:00 AM,3,2
restaurant,S117,16-02-07,4:21:00 PM,1,3
restaurant,S66,16-01-08,8:06:00 PM,2,2
S66,S66,16-01-10,5:44:00 PM,2,15
S66,S66,16-01-09,7:43:00 PM,5,6
restaurant,S67,16-01-06,1:48:00 AM,5,2
S67,S67,16-01-10,2:34:00 PM,3,3
restaurant,S108,16-01-26,2:25:00 AM,1,11
L37,L37,16-01-30,7:59:00 AM,3,13
L37,L37,16-01-29,11:07:00 AM,3,11
restaurant,L37,16-01-27,8:19:00 AM,4,14
L37,L37,16-01-29,1:31:00 PM,5,11
restaurant,S128,16-01-14,1:53:00 PM,4,1
L64,L64,16-01-14,8:42:00 AM,2,13
L51,L51,16-01-21,9:12:00 PM,1,5
restaurant,L59,16-03-13,4:18:00 PM,2,11
restaurant,S77,16-03-31,2:14:00 AM,1,1
S77,S77,16-03-22,1:12:00 PM,5,6
S77,S77,16-03-30,7:17:00 PM,5,10
S78,S78,16-03-24,8:31:00 PM,4,10
S78,S78,16-04-02,5:35:00 AM,2,2
L34,L34,16-01-04,9:16:00 PM,2,6
restaurant,L34,16-01-02,6:52:00 PM,4,8
L55,L55,16-03-05,9:18:00 AM,5,9
S156,S156,16-01-11,8:44:00 PM,3,7
restaurant,S156,16-01-05,12:44:00 AM,3,6
restaurant,S98,16-02-29,9:36:00 PM,2,8
restaurant,S99,16-02-29,12:43:00 AM,2,14
L10,L10,16-02-13,8:51:00 AM,5,10
restaurant,L14,16-02-12,6:36:00 PM,2,5
restaurant,S97,16-01-20,9:26:00 AM,3,10
restaurant,S98,16-01-18,9:54:00 AM,1,8
restaurant,S99,16-01-20,4:15:00 PM,4,2
S100,S100,16-01-19,11:30:00 AM,2,6
S158,S158,16-01-09,3:20:00 AM,1,8
restaurant,S159,16-01-08,9:13:00 PM,3,10
restaurant,S159,16-01-05,12:25:00 AM,4,1
restaurant,S160,16-01-06,12:37:00 PM,4,13
restaurant,S161,16-01-12,8:07:00 PM,5,2
S161,S161,16-01-05,11:33:00 AM,1,3
restaurant,L56,16-03-04,10:01:00 PM,3,3
restaurant,L56,16-03-01,8:22:00 PM,5,14
restaurant,L56,16-03-03,6:43:00 AM,1,13
restaurant,L56,16-03-08,3:03:00 PM,1,6
L56,L56,16-03-06,11:48:00 AM,5,6
L56,L56,16-03-02,4:54:00 AM,4,15
restaurant,L56,16-03-06,7:01:00 PM,3,9
restaurant,L57,16-03-07,2:57:00 PM,5,1
restaurant,L57,16-03-01,4:43:00 PM,2,5
L57,L57,16-03-03,9:35:00 AM,1,9
restaurant,L57,16-03-04,2:44:00 AM,1,7
L57,L57,16-03-02,3:54:00 PM,3,0
L57,L57,16-03-02,12:40:00 AM,3,11
restaurant,L57,16-03-03,1:37:00 AM,4,10
L50,L50,16-03-12,10:41:00 PM,1,6
restaurant,S101,16-02-25,4:41:00 PM,3,8
restaurant,L43,16-02-12,11:35:00 PM,5,7
L43,L43,16-02-09,3:49:00 PM,1,9
restaurant,L43,16-02-06,7:33:00 AM,2,8
L44,L44,16-02-09,2:21:00 PM,3,14
L44,L44,16-02-10,10:42:00 PM,3,14
L44,L44,16-02-09,5:13:00 AM,4,5
L44,L44,16-02-09,2:33:00 PM,2,2
restaurant,L45,16-02-06,12:43:00 AM,1,14
L46,L46,16-02-06,8:02:00 AM,3,3
restaurant,L28,16-02-27,6:49:00 PM,2,13
restaurant,L28,16-02-27,7:58:00 AM,5,11
restaurant,L34,16-02-28,6:33:00 AM,5,14
S112,S112,16-03-02,6:59:00 AM,5,5
restaurant,L47,16-02-06,6:10:00 AM,5,9
restaurant,L47,16-02-08,1:13:00 PM,4,7
L47,L47,16-02-07,5:18:00 PM,4,7
L47,L47,16-02-07,9:54:00 PM,3,15
restaurant,L48,16-02-06,8:54:00 AM,3,15
restaurant,L48,16-02-05,1:24:00 AM,3,10
L48,L48,16-02-05,10:07:00 AM,4,5
restaurant,L48,16-02-07,4:33:00 AM,2,5
X33,X33,16-04-01,1:31:00 PM,5,2
restaurant,S118,16-02-12,10:35:00 AM,4,13
S120,S120,16-02-09,7:52:00 AM,2,13
restaurant,S121,16-02-09,8:10:00 PM,3,1
S52,S52,16-02-21,10:49:00 AM,5,8
S76,S76,16-02-21,1:25:00 PM,1,10
S164,S164,16-03-23,5:08:00 AM,3,2
restaurant,S165,16-03-28,1:51:00 AM,1,1
restaurant,D52,16-03-07,8:25:00 PM,1,15
restaurant,D54,16-03-02,3:33:00 AM,4,4
restaurant,L49,16-02-10,12:11:00 AM,1,14
restaurant,L50,16-02-07,6:19:00 PM,2,5
restaurant,L46,16-01-13,12:31:00 AM,1,1
restaurant,L46,16-01-15,7:15:00 PM,4,4
L46,L46,16-01-10,1:11:00 AM,5,11
restaurant,L46,16-01-10,8:52:00 AM,1,11
L41,L41,16-03-13,5:30:00 AM,5,7
restaurant,L42,16-03-13,5:32:00 PM,2,5
S120,S120,16-03-17,3:34:00 PM,1,5
restaurant,S121,16-03-17,9:33:00 PM,1,1
restaurant,S109,16-01-21,12:25:00 AM,4,0
restaurant,S109,16-01-29,9:20:00 PM,2,2
S111,S111,16-01-25,5:48:00 AM,4,8
S111,S111,16-01-22,1:20:00 PM,5,12
restaurant,S112,16-01-21,6:51:00 AM,4,0
S112,S112,16-01-24,6:23:00 AM,4,6
restaurant,S192,16-03-28,5:36:00 PM,5,13
restaurant,S62,16-03-20,2:24:00 AM,4,0
restaurant,S65,16-03-20,9:28:00 PM,2,5
S66,S66,16-03-21,4:31:00 PM,5,0
S67,S67,16-03-18,3:53:00 PM,4,1
restaurant,L43,16-02-25,1:35:00 PM,4,14
restaurant,L49,16-03-16,12:48:00 AM,1,7
restaurant,L49,16-03-24,6:25:00 PM,1,3
S82,S82,16-04-01,7:46:00 PM,3,13
restaurant,S82,16-03-31,5:28:00 AM,2,10
S83,S83,16-04-03,5:24:00 PM,1,13
L25,L25,16-03-10,8:05:00 PM,1,14
restaurant,L26,16-03-11,7:08:00 PM,2,10
restaurant,S70,16-01-05,2:31:00 PM,1,4
S71,S71,16-01-07,4:21:00 AM,2,2
L59,L59,16-03-04,11:23:00 AM,3,12
restaurant,X46,16-03-09,1:14:00 PM,5,4
restaurant,N173,16-02-01,1:53:00 PM,4,0
restaurant,L55,16-02-23,4:00:00 AM,3,14
L6,L6,16-03-28,9:20:00 AM,4,15
restaurant,L62,16-03-27,8:47:00 AM,5,2
L62,L62,16-03-27,6:29:00 PM,2,6
L38,L38,16-01-30,6:34:00 AM,3,2
L38,L38,16-01-29,10:21:00 AM,3,5
restaurant,L38,16-01-27,4:30:00 PM,4,10
restaurant,L38,16-02-01,7:50:00 AM,2,15
restaurant,L38,16-01-31,6:58:00 AM,1,0
restaurant,L38,16-01-27,4:33:00 AM,5,7
restaurant,L39,16-02-17,11:22:00 PM,2,11
restaurant,L39,16-02-17,9:49:00 PM,1,5
restaurant,L40,16-02-16,7:05:00 PM,3,3
restaurant,L40,16-02-19,11:53:00 PM,3,13
restaurant,S178,16-01-10,4:23:00 PM,1,13
L61,L61,16-01-22,9:05:00 AM,3,2
restaurant,L61,16-01-17,10:34:00 PM,3,8
L61,L61,16-01-15,6:16:00 PM,3,7
restaurant,L61,16-01-17,11:56:00 AM,4,12
restaurant,L61,16-01-22,4:10:00 AM,3,13
restaurant,L62,16-01-16,9:56:00 AM,5,12
L62,L62,16-01-22,10:50:00 PM,4,4
restaurant,L62,16-01-19,7:24:00 AM,5,15
restaurant,L62,16-01-19,9:25:00 PM,5,1
restaurant,L44,16-02-26,1:39:00 PM,1,1
restaurant,S142,16-02-15,12:35:00 AM,1,5
L35,L35,16-01-05,4:10:00 PM,2,8
L35,L35,16-01-06,2:19:00 AM,2,10
restaurant,S112,16-03-06,11:54:00 AM,3,14
restaurant,S114,16-03-07,12:16:00 PM,4,1
restaurant,S69,16-01-14,9:41:00 PM,5,11
restaurant,L45,16-02-26,9:59:00 PM,2,10
L51,L51,16-03-14,11:16:00 PM,5,14
L51,L51,16-03-13,8:56:00 AM,3,10
L53,L53,16-03-10,10:06:00 PM,4,12
restaurant,S105,16-02-23,5:36:00 PM,5,15
D67,D67,16-02-20,12:32:00 AM,4,3
restaurant,D68,16-02-28,11:47:00 AM,2,1
N158,N158,16-03-06,8:19:00 AM,2,12
restaurant,L46,16-02-22,7:38:00 AM,5,5
restaurant,S106,16-02-26,1:25:00 AM,4,5
restaurant,S107,16-02-26,10:43:00 PM,2,10
D69,D69,16-02-23,10:58:00 PM,4,12
D57,D57,16-03-29,4:43:00 AM,1,8
restaurant,L0,16-02-12,6:45:00 PM,5,10
restaurant,L0,16-02-10,6:48:00 PM,2,8
X67,X67,16-03-23,4:32:00 AM,5,0
restaurant,L39,16-02-03,11:34:00 PM,1,13
restaurant,L39,16-02-03,12:25:00 AM,4,12
restaurant,L42,16-02-17,9:52:00 PM,3,10
restaurant,S114,16-01-21,4:32:00 AM,1,6
restaurant,S115,16-01-24,7:28:00 PM,5,13
restaurant,S116,16-01-21,4:44:00 PM,4,6
S116,S116,16-01-22,3:44:00 PM,3,14
restaurant,S117,16-01-20,9:48:00 PM,5,4
restaurant,S117,16-01-21,10:18:00 PM,4,6
restaurant,X49,16-03-13,7:03:00 AM,2,9
L52,L52,16-03-24,2:35:00 AM,2,3
L63,L63,16-01-24,6:23:00 PM,1,0
restaurant,L63,16-01-23,6:29:00 PM,4,8
restaurant,L63,16-01-20,5:05:00 PM,2,15
restaurant,L63,16-01-17,3:43:00 PM,2,12
L63,L63,16-01-13,5:06:00 PM,1,7
restaurant,L63,16-01-19,2:04:00 AM,4,13
restaurant,L63,16-01-30,10:29:00 AM,3,2
L63,L63,16-01-20,11:37:00 AM,1,1
restaurant,L63,16-01-15,5:57:00 AM,5,8
L63,L63,16-01-24,7:20:00 AM,5,15
L63,L63,16-01-19,10:55:00 PM,4,6
restaurant,L53,16-03-24,5:56:00 PM,1,9
L53,L53,16-03-23,3:08:00 AM,3,9
S114,S114,16-02-26,2:01:00 AM,5,13
restaurant,S130,16-01-07,2:09:00 PM,1,8
restaurant,S132,16-01-09,8:48:00 PM,1,11
restaurant,S124,16-03-15,10:23:00 PM,1,9
S124,S124,16-03-17,1:15:00 AM,4,3
S125,S125,16-03-19,2:40:00 AM,4,6
restaurant,L27,16-02-13,4:42:00 PM,5,0
restaurant,L27,16-02-14,7:42:00 PM,3,7
restaurant,L30,16-02-12,7:42:00 AM,2,13
restaurant,L36,16-03-29,12:42:00 PM,1,4
L36,L36,16-04-01,11:11:00 PM,4,3
restaurant,L37,16-04-01,3:17:00 PM,1,1
S116,S116,16-03-07,1:41:00 AM,3,0
restaurant,S117,16-03-07,9:51:00 AM,4,11
restaurant,S119,16-03-09,12:23:00 PM,2,0
restaurant,L55,16-03-27,2:44:00 PM,1,0
restaurant,L55,16-03-23,2:41:00 AM,4,3
restaurant,L55,16-03-26,1:33:00 PM,5,14
L55,L55,16-03-24,8:01:00 AM,4,13
restaurant,S108,16-02-25,12:10:00 AM,2,12
restaurant,S109,16-02-26,4:46:00 AM,5,0
S121,S121,16-03-03,11:51:00 PM,5,11
restaurant,S122,16-03-09,12:33:00 AM,1,15
restaurant,S166,16-03-21,6:29:00 AM,2,7
restaurant,S167,16-03-23,7:53:00 PM,2,13
L36,L36,16-01-04,8:39:00 AM,1,10
L18,L18,16-03-05,11:28:00 PM,5,2
restaurant,L19,16-03-05,1:22:00 AM,2,1
restaurant,L62,16-03-11,12:26:00 PM,3,9
restaurant,L62,16-03-10,7:06:00 PM,2,11
restaurant,L62,16-03-08,9:40:00 AM,5,4
L62,L62,16-03-11,1:24:00 AM,1,6
restaurant,S129,16-03-17,4:29:00 PM,5,14
S118,S118,16-01-19,4:02:00 PM,2,12
S119,S119,16-01-20,4:05:00 AM,4,14
restaurant,S119,16-01-21,4:44:00 PM,4,15
restaurant,S120,16-01-19,2:23:00 PM,1,3
restaurant,S121,16-01-22,8:04:00 PM,5,10
restaurant,S121,16-01-24,9:57:00 AM,2,6
restaurant,L52,16-02-06,7:45:00 PM,4,0
L52,L52,16-02-05,2:44:00 AM,3,14
restaurant,L52,16-02-05,9:30:00 PM,4,6
restaurant,L52,16-02-07,12:53:00 AM,1,2
S73,S73,16-02-15,9:09:00 AM,3,3
S74,S74,16-02-16,4:08:00 AM,4,0
restaurant,S74,16-02-13,11:51:00 PM,1,11
restaurant,S75,16-02-15,9:39:00 PM,1,3
L27,L27,16-03-14,4:19:00 AM,3,0
restaurant,L27,16-03-14,8:19:00 PM,1,10
restaurant,L32,16-03-15,8:00:00 AM,1,5
L32,L32,16-03-13,7:21:00 PM,1,5
S124,S124,16-02-05,8:44:00 PM,3,14
S125,S125,16-02-05,12:13:00 PM,1,14
restaurant,S125,16-02-06,8:41:00 PM,2,7
restaurant,L21,16-02-04,11:56:00 PM,3,8
restaurant,L21,16-02-04,2:51:00 PM,3,14
L48,L48,16-01-16,10:18:00 PM,5,13
restaurant,L48,16-01-10,8:23:00 AM,1,5
L48,L48,16-01-09,4:53:00 AM,2,4
restaurant,L48,16-01-05,11:13:00 PM,5,0
restaurant,L48,16-01-12,5:41:00 AM,1,14
restaurant,L48,16-01-15,4:11:00 PM,3,12
L48,L48,16-01-06,4:12:00 PM,3,9
N116,N116,16-02-21,12:48:00 PM,1,15
restaurant,N117,16-02-26,8:08:00 PM,1,2
restaurant,N118,16-02-26,8:47:00 AM,2,0
S94,S94,16-02-21,10:34:00 PM,3,12
S97,S97,16-02-23,9:48:00 PM,1,15
S168,S168,16-03-28,6:05:00 AM,1,3
restaurant,S168,16-03-16,9:58:00 AM,3,7
restaurant,S168,16-03-17,11:06:00 PM,4,9
restaurant,S169,16-03-26,3:04:00 PM,2,0
S169,S169,16-03-23,9:33:00 AM,1,7
restaurant,L63,16-03-08,5:04:00 PM,4,15
restaurant,L63,16-03-05,9:21:00 PM,5,12
restaurant,S85,16-04-01,5:00:00 AM,4,13
S85,S85,16-04-01,10:54:00 AM,5,6
restaurant,S86,16-03-26,8:15:00 AM,1,12
S86,S86,16-04-01,8:08:00 PM,3,15
L53,L53,16-02-04,4:03:00 PM,1,10
restaurant,L53,16-02-05,3:08:00 PM,2,4
L70,L70,16-03-19,4:26:00 AM,1,12
restaurant,L37,16-01-03,1:52:00 PM,5,15
restaurant,N119,16-02-26,1:17:00 PM,5,12
restaurant,N123,16-02-22,12:52:00 AM,1,7
restaurant,L50,16-01-11,6:26:00 PM,3,7
restaurant,L50,16-01-11,9:31:00 PM,5,11
N83,N83,16-01-29,11:24:00 PM,5,2
restaurant,N142,16-02-07,11:56:00 PM,1,6
N143,N143,16-02-04,9:42:00 AM,4,15
N145,N145,16-02-10,6:15:00 AM,3,2
restaurant,L37,16-02-28,5:58:00 AM,1,3
restaurant,L47,16-02-18,8:56:00 AM,2,5
restaurant,L47,16-02-12,11:31:00 PM,5,5
restaurant,L47,16-02-20,6:11:00 AM,4,13
L47,L47,16-02-14,10:21:00 PM,3,0
L47,L47,16-02-24,2:54:00 AM,2,2
L47,L47,16-02-12,8:50:00 PM,4,3
L47,L47,16-02-24,9:10:00 AM,5,0
restaurant,L47,16-02-26,11:45:00 PM,3,11
restaurant,L47,16-02-20,1:48:00 PM,4,7
restaurant,L47,16-02-16,3:33:00 AM,5,1
L47,L47,16-02-22,11:56:00 PM,4,6
restaurant,L47,16-02-26,6:35:00 AM,2,6
L48,L48,16-02-12,1:09:00 AM,4,3
L48,L48,16-02-13,12:37:00 PM,5,5
L23,L23,16-03-19,8:25:00 AM,3,1
restaurant,N168,16-03-10,2:28:00 AM,1,14
S88,S88,16-03-30,8:16:00 AM,3,2
S89,S89,16-03-31,6:23:00 AM,5,7
restaurant,S91,16-03-28,9:13:00 AM,2,7
restaurant,S163,16-01-10,6:24:00 PM,3,12
S164,S164,16-01-12,9:49:00 PM,5,3
restaurant,L54,16-01-31,8:12:00 PM,1,15
restaurant,L55,16-02-05,10:11:00 AM,1,1
restaurant,L55,16-02-01,2:37:00 AM,2,3
restaurant,L55,16-02-05,3:53:00 PM,2,7
restaurant,L55,16-02-01,12:23:00 PM,1,7
S123,S123,16-01-25,5:28:00 AM,2,11
restaurant,S124,16-01-21,7:16:00 AM,2,9
L63,L63,16-03-16,7:57:00 PM,5,14
restaurant,L63,16-03-17,9:07:00 PM,2,6
L64,L64,16-03-16,10:57:00 PM,2,14
L64,L64,16-03-15,1:27:00 AM,1,2
L44,L44,16-02-21,2:21:00 AM,4,14
restaurant,L56,16-02-05,11:42:00 AM,2,6
restaurant,X66,16-01-14,11:56:00 PM,1,10
L20,L20,16-02-13,2:05:00 PM,1,13
restaurant,L20,16-02-11,6:35:00 AM,2,11
restaurant,L26,16-02-12,1:19:00 PM,5,8
restaurant,L63,16-02-06,10:08:00 PM,4,6
restaurant,L35,16-02-15,1:47:00 PM,5,9
S113,S113,16-02-26,3:00:00 PM,5,12
S113,S113,16-02-23,7:48:00 AM,4,15
restaurant,L49,16-02-24,11:59:00 AM,1,4
restaurant,L49,16-02-25,11:18:00 PM,2,8
restaurant,S170,16-03-23,9:23:00 PM,2,11
restaurant,X34,16-04-05,5:01:00 AM,3,15
restaurant,L40,16-01-31,4:55:00 AM,3,8
restaurant,L40,16-02-02,11:44:00 AM,4,12
L50,L50,16-02-24,8:38:00 AM,5,10
L43,L43,16-01-26,12:35:00 AM,4,14
L56,L56,16-03-12,12:27:00 PM,3,1
L57,L57,16-03-12,6:35:00 PM,4,8
restaurant,L41,16-01-29,12:18:00 PM,3,7
restaurant,L41,16-01-26,2:09:00 PM,2,5
restaurant,L41,16-01-29,7:53:00 AM,3,1
L65,L65,16-03-13,11:48:00 PM,4,11
S124,S124,16-03-11,1:42:00 AM,1,1
S125,S125,16-03-08,11:23:00 AM,3,10
restaurant,S125,16-03-07,1:40:00 AM,5,11
restaurant,S126,16-03-10,6:10:00 PM,3,7
L64,L64,16-03-03,10:39:00 PM,2,8
restaurant,L64,16-03-04,3:00:00 PM,3,0
restaurant,L64,16-03-07,10:16:00 AM,4,1
L64,L64,16-03-04,8:25:00 AM,4,12
restaurant,L64,16-03-01,5:11:00 PM,4,7
L65,L65,16-03-05,12:32:00 PM,3,8
restaurant,L65,16-03-07,10:57:00 AM,4,5
restaurant,L65,16-03-02,6:19:00 PM,3,12
L65,L65,16-03-07,5:30:00 PM,1,11
restaurant,L39,16-03-30,7:35:00 PM,4,9
restaurant,L39,16-03-31,11:42:00 AM,2,10
L39,L39,16-04-03,3:25:00 AM,2,7
restaurant,L39,16-04-01,1:58:00 AM,1,15
restaurant,L64,16-02-05,7:05:00 AM,5,10
L49,L49,16-02-17,1:26:00 PM,5,2
L49,L49,16-02-16,8:16:00 AM,4,9
L49,L49,16-02-14,5:06:00 PM,4,2
L51,L51,16-01-16,6:37:00 PM,1,3
D77,D77,16-02-25,7:04:00 PM,4,0
restaurant,D77,16-02-18,1:38:00 AM,2,11
L41,L41,16-03-27,1:31:00 AM,2,14
S76,S76,16-02-15,2:51:00 AM,2,3
S76,S76,16-02-11,10:13:00 PM,4,12
restaurant,S76,16-02-19,5:00:00 AM,2,12
S77,S77,16-02-22,5:02:00 PM,1,4
restaurant,S78,16-02-17,10:07:00 AM,3,5
restaurant,S78,16-02-11,3:22:00 AM,2,11
S78,S78,16-02-16,12:01:00 PM,1,6
restaurant,S79,16-02-16,1:24:00 AM,2,5
restaurant,S79,16-02-12,2:15:00 PM,5,5
restaurant,S79,16-02-12,2:08:00 PM,4,2
restaurant,S80,16-02-11,2:19:00 PM,3,14
restaurant,S80,16-02-13,10:24:00 AM,4,15
restaurant,S80,16-02-21,12:41:00 AM,3,11
restaurant,L42,16-02-03,8:39:00 PM,4,6
restaurant,L42,16-01-31,7:47:00 PM,3,9
L42,L42,16-01-31,2:15:00 AM,1,2
restaurant,L42,16-02-05,2:20:00 PM,5,15
restaurant,L43,16-01-29,5:59:00 PM,3,14
L43,L43,16-01-29,3:28:00 AM,5,10
restaurant,L56,16-02-24,4:32:00 AM,3,4
restaurant,L57,16-02-23,1:41:00 PM,5,8
S92,S92,16-03-31,11:03:00 PM,2,7
restaurant,S93,16-04-02,12:01:00 PM,5,14
S94,S94,16-03-31,12:37:00 PM,5,2
restaurant,L48,16-01-25,4:52:00 AM,2,8
L48,L48,16-01-25,8:01:00 PM,4,0
restaurant,L52,16-01-14,2:00:00 AM,3,9
S152,S152,16-02-14,5:29:00 PM,5,0
restaurant,S153,16-02-16,11:28:00 PM,4,11
X55,X55,16-02-22,7:36:00 AM,1,8
restaurant,S97,16-03-28,9:50:00 AM,1,12
S97,S97,16-03-27,10:21:00 AM,1,10
X61,X61,16-02-21,8:08:00 AM,3,9
restaurant,S181,16-03-25,6:33:00 PM,3,7
restaurant,S182,16-03-23,2:52:00 AM,3,5
X56,X56,16-02-18,12:57:00 PM,3,3
L66,L66,16-03-09,1:58:00 AM,5,3
restaurant,L66,16-03-08,10:43:00 AM,4,7
L66,L66,16-03-08,7:12:00 AM,1,0
restaurant,L66,16-03-07,2:09:00 PM,1,7
L53,L53,16-01-20,5:58:00 PM,1,2
restaurant,L53,16-01-21,5:22:00 AM,3,9
restaurant,S124,16-01-27,8:13:00 AM,3,11
restaurant,S125,16-01-26,2:03:00 PM,4,5
L50,L50,16-01-28,6:34:00 PM,2,6
restaurant,S94,16-02-04,12:30:00 AM,4,8
restaurant,L25,16-03-01,9:35:00 AM,3,9
L25,L25,16-03-01,1:51:00 AM,3,15
restaurant,L25,16-03-02,10:47:00 PM,2,8
S95,S95,16-02-03,1:16:00 AM,1,13
S96,S96,16-02-06,5:18:00 PM,2,9
restaurant,S99,16-04-02,5:12:00 AM,1,14
S108,S108,16-01-15,4:38:00 AM,5,8
restaurant,S110,16-01-20,11:28:00 PM,5,5
L53,L53,16-01-14,7:12:00 AM,1,0
L53,L53,16-01-11,9:58:00 PM,1,5
L53,L53,16-01-11,11:33:00 AM,4,14
L53,L53,16-01-09,10:32:00 PM,1,1
restaurant,S103,16-02-02,5:28:00 PM,1,5
S105,S105,16-02-02,7:04:00 PM,1,9
S183,S183,16-03-17,11:44:00 PM,5,11
S184,S184,16-03-17,10:51:00 AM,2,14
restaurant,S184,16-03-20,7:28:00 PM,1,0
S185,S185,16-03-21,5:36:00 PM,4,4
restaurant,S185,16-03-21,4:31:00 AM,3,3
restaurant,S186,16-03-24,12:14:00 PM,3,5
L44,L44,16-01-28,10:12:00 PM,4,2
L44,L44,16-01-30,8:28:00 PM,1,10
